Marca temporal,1. Sexo,2. Edad,Edad2,3. Ocupaci�n,Ocupacion Reca,4.1 El funcionamiento mec�nico de las bicicletas (Confiabilidad de los frenos, maniobrabilidad, seguridad, espejos, luces),4.2 El estado de las bicicletas (Limpieza, estado de las ruedas, frenos y asientos),4.3 La comodidad de las bicicletas,5. �Considera que el mantenimiento que reciben las bicicletas es suficiente?,6. �C�mo eval�a el funcionamiento general de las estaciones?,7. �C�mo eval�a la informaci�n general del SBP?,8.1 De bicicletas al momento de su uso,8.2 De lugar al momento de devolver la bicicleta,9. �Considera que los 30 minutos de uso de la bicicleta son suficientes?,1. Escuchar el ruido mec�nico,2. Chequear el historial de viajes mediante la aplicaci�n (APP),3. Pasar la TSC con el lector del totem,Ninguna de las 3,11. �Qu� factores lo motivan a usar el Sistema de Bicicletas P�blicas MI BICI TU BICI?,Otro,12. �Usted cree que utilizar� el Sistema de Bicicletas P�blicas cuando se implemente el pago del uso del mismo?,13. �Qu� modo de transporte utilizaba para realizar los viajes que hace actualmente en bicicleta?,Otro,14. En una escala de 0 a 10 �C�mo valora el grado de utilidad que tiene para usted este servicio?,15. En una escala de 0 a 10 �C�mo eval�a la satisfacci�n general del servicio?,,,,,,
3/9/2016 17:35:38,2. Masculino,32,32,Sistemas,,Bueno,Regular,Bueno,2. No,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,2. Auto como conductor, 3. Auto como acompa�ante, 5. Moto / Ciclomotor,,8,7,,,,,,,,
3/9/2016 17:36:06,2. Masculino,49,49,abogado docente,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Ns/Nc,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,6. Otro,salud ecologia,99. Ns/Nc,1. Colectivo, 2. Auto como conductor,,7,8,,,,,,,,,,,
3/9/2016 17:36:25,1. Femenino,25,25,Dise�adora gr�fica,,Bueno,Bueno,Muy Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,9,,,,,,,,,
3/9/2016 17:37:39,1. Femenino,29,29,Medica,,Regular,Bueno,Regular,99. Ns/Nc,Regular,Bueno,Insuficiente,Suficiente,2. No,No,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,7,,,,,,,,,
3/9/2016 17:38:15,1. Femenino,30,30,Empleada de Medicos sin fronteras y con un emprendimiento propio,,Bueno,Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 2. Auto como conductor,,7,8,,,,,,,,,
3/9/2016 17:39:25,1. Femenino,25,25,Estudiante y empleada de comercio,,Regular,Muy Malo,Regular,2. No,Muy Malo,Muy Bueno,Insuficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,2. No,6. A pie,,6,6,,,,,,,,,,
3/9/2016 17:39:26,2. Masculino,35,35,Arque�logo,,Bueno,Bueno,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,,
3/9/2016 17:39:44,2. Masculino,25,25,Trabajador de prensa.,,Regular,Bueno,Regular,1. S�,Regular,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,10,8,,,,,,,,,
3/9/2016 17:41:25,1. Femenino,21,21,estudiante,,Bueno,Muy Bueno,Bueno,2. No,Bueno,Regular,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,6. A pie,,7,8,,,,,,,,,,
3/9/2016 17:42:30,1. Femenino,32,32,Estudiante y empleada de comercio ,,Regular,Regular,Regular,2. No,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie, 8. Otro,Bicicleta particular,8,7,,,,,,,
3/9/2016 17:42:50,1. Femenino,27,27,Arquitecta,,Muy Bueno,Bueno,Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 17:43:09,1. Femenino,28,28,Psicologa,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie, 8. Otro,Bicicleta propia,7,7,,,,,,,
3/9/2016 17:43:19,2. Masculino,24,24,Estudiante,,Bueno,Bueno,Bueno,1. S�,Regular,Regular,Suficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 17:43:31,2. Masculino,56,56,artesano,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,5. Comodidad,,1. S�,2. Auto como conductor,,10,10,,,,,,,,,,,,
3/9/2016 17:43:38,1. Femenino,29,29,Ni�era,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo,,8,8,,,,,,,,,,,
3/9/2016 17:44:02,1. Femenino,23,23,Recepcionista,,Regular,Regular,Regular,2. No,Bueno,Regular,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,7,6,,,,,,,,,
3/9/2016 17:44:39,2. Masculino,31,31,Dise�ador,,Bueno,Bueno,Muy Bueno,99. Ns/Nc,Regular,Bueno,Suficiente,Suficiente,1. S�,No,No,No,Si,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,8,,,,,,,
3/9/2016 17:44:54,1. Femenino,42,42,Psic�loga,,Muy Bueno,Bueno,Bueno,2. No,Muy Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,Me encanta andar en bici: no tengo una en mi depto por el lugar que ocupa. ,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,
3/9/2016 17:44:59,1. Femenino,37,37,Arquitecta,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,Que sea gratis...despues me va a costar pagarlo,2. No,1. Colectivo, 6. A pie,,10,8,,,,,,,,,
3/9/2016 17:45:40,1. Femenino,33,33,Odontologa,,Muy Bueno,Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,Que es hermoso andar en bici. Y me siento segura que es una bici p�blica que no puedan robarmela.,99. Ns/Nc,1. Colectivo, 6. A pie,,9,8,,,,,,
3/9/2016 17:46:04,2. Masculino,16,16,Estudio,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero, 4. Protecci�n del medioambiente,,99. Ns/Nc,3. Auto como acompa�ante,,10,8,,,,,,,,,,,
3/9/2016 17:46:18,1. Femenino,29,29,CONTADORA,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,"PONDRIA IGUAL MAS ESTACIONES POR EJ. A LA ALTURA DE AV FRANCIA Y EL RIO.-
Y ME PARECE QUE HABRIA QUE REGULAR UN POCO LA CIRCULACION PUES PONIENDOME DEL OTRO LADO COMO CONDUCTORA DE AUTO SIENTO QUE LAS BICIS LLEGAN A LAS ESQUINAS Y NI FRENAN...NO SE SE CREEN QUE SON PEATONES Y TIENEN PRIODIDAD... QUE ONDA? QUE DICE LA NORMATIVA?
EN LINEAS GRALES, ME GUSTA EL SISTEMA POR LA COMIDIDAD DE LA CERCANIA DE LAS ESTACIONES EN LOS LUGARES QUE ME MUEVO POR ESO PENSANDO EN EL PROJIMO PONDRIA MAS ESTACIONES PARA EL RESTO.-",99. Ns/Nc,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 4. Taxi / Remis, 6. A pie,,9,8,,,
3/9/2016 17:46:26,1. Femenino,26,26,Docente,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Insuficiente,2. No,No,No,No,Si,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo,,8,8,,,,,,,,,
3/9/2016 17:46:37,2. Masculino,28,28,Mecanico de bicicletas,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Malo,Suficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie, 8. Otro,Bicicleta,10,10,,,,,,
3/9/2016 17:46:51,2. Masculino,31,31,desempleado,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,6. A pie,,10,10,,,,,,,,,
3/9/2016 17:46:54,2. Masculino,43,43,Docente Universitario,,Bueno,Regular,Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,7,8,,,,,,,,,
3/9/2016 17:49:10,2. Masculino,47,47,Ingeniero,,Bueno,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,8,,,,,,,,,,
3/9/2016 17:49:24,2. Masculino,38,38,Estudiante de Doctorado en Contabilidad Universidad Nacional de Rosario,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,9,10,,,,,,
3/9/2016 17:50:22,2. Masculino,24,24,Estudiante,,Muy Bueno,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,7,8,,,,,,,,
3/9/2016 17:51:28,1. Femenino,21,21,estudiante,,Bueno,Bueno,Bueno,1. S�,Malo,Regular,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,1. S�,1. Colectivo, 6. A pie,y en mi bicicleta,6,8,,,,,,,,,,
3/9/2016 17:52:06,2. Masculino,42,42,docente - empleado municipal, provincial y Radio si 98.9,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,coinciden mi lugares de trabajo con los puestos de bicis,2. No,1. Colectivo, 6. A pie,,8,9,,,,,,,
3/9/2016 17:52:47,2. Masculino,38,38,Desocupado - estudiante de medicina,,Regular,Bueno,Bueno,2. No,Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,"Seguridad!
La frecuencia de colectivos en horarios nocturnos lo deja a uno vulnerable en la calle estando quieto en una esquina, a veces esperando un colectivo una hora o m�s.
Las bicicletas estan disponibles 24hs.",2. No,1. Colectivo, 6. A pie,,10,8,,,,,,
3/9/2016 17:53:06,1. Femenino,57,57,Ama de casa,,Bueno,Bueno,Bueno,1. S�,Regular,Regular,Suficiente,Suficiente,2. No,Si,Si,Si,usa alguna,3. Salud,,1. S�,2. Auto como conductor,,9,9,,,,,,,,,,,,
3/9/2016 17:53:13,1. Femenino,63,63,,,Bueno,Bueno,Bueno,2. No,Bueno,Ns/Nc,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 5. Comodidad,,1. S�,6. A pie,,9,6,,,,,,,,,,
3/9/2016 17:53:22,2. Masculino,39,39,profesional,,Bueno,Muy Bueno,Bueno,99. Ns/Nc,Muy Bueno,Regular,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud,diversi�n,99. Ns/Nc,6. A pie,,5,8,,,,,,,,,,,,
3/9/2016 17:53:25,2. Masculino,22,22,Estudiante,,Malo,Malo,Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,9,5,,,,,,,,
3/9/2016 17:54:05,2. Masculino,37,37,Empleado.-,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Ns/Nc,Suficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,6,8,,,,,,,,,
3/9/2016 17:54:14,2. Masculino,34,34,Empleado,,Bueno,Muy Bueno,Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 17:54:23,2. Masculino,33,33,Dise�ador Industrial,,Muy Bueno,Bueno,Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,8,,,,,,,,,,
3/9/2016 17:54:26,2. Masculino,38,38,inspector servicios publicos,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 6. A pie,,7,8,,,,,,,,,
3/9/2016 17:54:50,2. Masculino,26,26,Bachero,,Regular,Bueno,Bueno,99. Ns/Nc,Muy Bueno,Regular,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,2. Ahorro de dinero,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,6,,,,,,,,,,
3/9/2016 17:56:06,1. Femenino,27,27,-contadora,,Muy Bueno,Bueno,Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,
3/9/2016 17:56:30,1. Femenino,28,28,Analista de Recursos humanos. Lic en Comunicaci�n,,Regular,Bueno,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 17:58:42,1. Femenino,55,55,docente,,Bueno,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 4. Taxi / Remis, 6. A pie,,7,5,,,,,,,
3/9/2016 17:58:47,2. Masculino,29,29,,,Regular,Regular,Muy Bueno,2. No,Muy Bueno,Muy Malo,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,10,8,,,,,,,
3/9/2016 17:58:51,2. Masculino,27,27,Ingeniero en sistemas,,Regular,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,7,,,,,,
3/9/2016 17:59:02,1. Femenino,37,37,Docente,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Regular,Regular,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,6. A pie,,8,7,,,,,,,,,,
3/9/2016 17:59:17,2. Masculino,38,38,Soporte T�cnico en Inform�tica,,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,,
3/9/2016 18:00:02,2. Masculino,21,21,Estudiante,,Regular,Regular,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 4. Taxi / Remis,,8,8,,,,,,,,,,
3/9/2016 18:00:25,2. Masculino,58,58,Imprentero,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 5. Comodidad,,1. S�,2. Auto como conductor,,8,7,,,,,,,,,,,
3/9/2016 18:00:30,2. Masculino,30,30,EMPLEADO,,Bueno,Bueno,Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo,,1. S�,1. Colectivo,,8,9,,,,,,,,,,,,
3/9/2016 18:00:46,2. Masculino,39,39,Empresario,,Muy Bueno,Muy Bueno,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,6. Otro,"Ejercicio f�sico. Tambi�n ahorro $
Y protecci�n al medio ambiente ",99. Ns/Nc,1. Colectivo, 6. A pie,,9,9,,,,,,,,,,,
3/9/2016 18:01:18,2. Masculino,32,32,Desempleado,,Bueno,Malo,Regular,2. No,Malo,Regular,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,9,7,,,,,,,,
3/9/2016 18:01:30,2. Masculino,64 a�os,64,Viajante,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,No,Si,Si,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,2. Auto como conductor, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,7,8,,,,,,,,,
3/9/2016 18:04:25,2. Masculino,27,27,estudiante,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,Si,usa alguna,3. Salud,,99. Ns/Nc,1. Colectivo,,10,8,,,,,,,,,,,,
3/9/2016 18:04:26,1. Femenino,32,32,Empleada,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,Recreativo,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,10,9,,,,,,,
3/9/2016 18:04:31,2. Masculino,38,38,Medico,,Bueno,Regular,Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,,
3/9/2016 18:06:10,2. Masculino,32,32,Dr. en F�sica y Docente,,Regular,Malo,Bueno,2. No,Bueno,Muy Malo,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad, 6. Otro,Es gratis. Cuando haya que pagar no lo voy a usar porque es muy caro,2. No,1. Colectivo, 3. Auto como acompa�ante, 6. A pie,,8,6,,,,,,,,
3/9/2016 18:06:24,1. Femenino,23,23,Estudiante universitaria,,Regular,Regular,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 18:06:37,1. Femenino,27,27,Dise�adora gr�fica y foto�grafa,,Muy Bueno,Bueno,Muy Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Suficiente,Insuficiente,1. S�,Si,No,No,usa alguna,4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,es algo hermoso andar en bicicleta por tu ciudad.,1. S�,1. Colectivo, 6. A pie,,10,10,,,,,,,,,
3/9/2016 18:06:57,2. Masculino,26,26,Empleado y Estudiante Universitario,,Bueno,Bueno,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 6. A pie,,8,7,,,,,,,,,,
3/9/2016 18:07:14,2. Masculino,32,32,Operario Metalurgico,,Malo,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,5. Comodidad,,1. S�,1. Colectivo,,7,7,,,,,,,,,,,,
3/9/2016 18:07:29,2. Masculino,39,39,Empleado,,Bueno,Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo,,1. S�,1. Colectivo, 5. Moto / Ciclomotor,,8,8,,,,,,,,,,,
3/9/2016 18:09:17,1. Femenino,35,35,Empleada,,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,7,,,,,,,,,
3/9/2016 18:09:21,1. Femenino,48,48,docente,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 18:10:43,1. Femenino,21,21,Estudiante,,Bueno,Bueno,Muy Bueno,2. No,Regular,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 3. Auto como acompa�ante,,10,7,,,,,,,,,,
3/9/2016 18:12:18,1. Femenino,38,38,Contadora p�blica,,Muy Bueno,Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,6. A pie,,8,8,,,,,,,,,,
3/9/2016 18:12:42,1. Femenino,38,38,Docente,,Muy Bueno,Muy Bueno,Muy Bueno,99. Ns/Nc,Bueno,Regular,Insuficiente,Insuficiente,2. No,Si,No,Si,usa alguna,2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,9,9,,,,,,,,,,
3/9/2016 18:13:36,2. Masculino,46,46,Informatico,,Bueno,Bueno,Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,9,9,,,,,,,
3/9/2016 18:15:02,2. Masculino,29,29,Kinesiologo,,Bueno,Regular,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,8,,,,,,,
3/9/2016 18:18:30,2. Masculino,67,67,Empleado,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,6. Otro,Paseo, Distraccion,1. S�,9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,8,,,,,,,,,,,
